prefecture,prefecture_en,year,minimum_wage
北海道,hokkaido,2025,1075
北海道,hokkaido,2024,1010
北海道,hokkaido,2023,960
北海道,hokkaido,2022,920
北海道,hokkaido,2021,889
北海道,hokkaido,2020,861
北海道,hokkaido,2019,861
北海道,hokkaido,2018,835
北海道,hokkaido,2017,810
北海道,hokkaido,2016,786
北海道,hokkaido,2015,764
北海道,hokkaido,2014,748
北海道,hokkaido,2013,734
北海道,hokkaido,2012,719
北海道,hokkaido,2011,705
北海道,hokkaido,2010,691
北海道,hokkaido,2009,678
北海道,hokkaido,2008,667
北海道,hokkaido,2007,654
北海道,hokkaido,2006,644
北海道,hokkaido,2005,641
北海道,hokkaido,2004,638
北海道,hokkaido,2003,637
北海道,hokkaido,2002,637
北海道,hokkaido,2001,637
北海道,hokkaido,2000,633
北海道,hokkaido,1999,628
北海道,hokkaido,1998,622
北海道,hokkaido,1997,611
北海道,hokkaido,1996,598
北海道,hokkaido,1995,586
北海道,hokkaido,1994,572
北海道,hokkaido,1993,559
北海道,hokkaido,1992,542
北海道,hokkaido,1991,520
北海道,hokkaido,1990,495
北海道,hokkaido,1989,472
北海道,hokkaido,1988,453
北海道,hokkaido,1987,440
北海道,hokkaido,1986,430
北海道,hokkaido,1985,418
北海道,hokkaido,1984,403
北海道,hokkaido,1983,394
北海道,hokkaido,1982,380
北海道,hokkaido,1981,359
北海道,hokkaido,1980,336
北海道,hokkaido,1979,314
北海道,hokkaido,1978,295
北海道,hokkaido,1977,277
青森,aomori,2025,1029
青森,aomori,2024,953
青森,aomori,2023,898
青森,aomori,2022,853
青森,aomori,2021,822
青森,aomori,2020,793
青森,aomori,2019,790
青森,aomori,2018,762
青森,aomori,2017,738
青森,aomori,2016,716
青森,aomori,2015,695
青森,aomori,2014,679
青森,aomori,2013,665
青森,aomori,2012,654
青森,aomori,2011,647
青森,aomori,2010,645
青森,aomori,2009,633
青森,aomori,2008,630
青森,aomori,2007,619
青森,aomori,2006,610
青森,aomori,2005,608
青森,aomori,2004,606
青森,aomori,2003,605
青森,aomori,2002,605
青森,aomori,2001,604
青森,aomori,2000,600
青森,aomori,1999,595
青森,aomori,1998,590
青森,aomori,1997,579
青森,aomori,1996,566
青森,aomori,1995,554
青森,aomori,1994,542
青森,aomori,1993,528
青森,aomori,1992,512
青森,aomori,1991,491
青森,aomori,1990,468
青森,aomori,1989,446
青森,aomori,1988,429
青森,aomori,1987,416
青森,aomori,1986,407
青森,aomori,1985,395
青森,aomori,1984,381
青森,aomori,1983,369
青森,aomori,1982,358
青森,aomori,1981,339
青森,aomori,1980,318
青森,aomori,1979,297
青森,aomori,1978,279
青森,aomori,1977,261
岩手,iwate,2025,1031
岩手,iwate,2024,952
岩手,iwate,2023,893
岩手,iwate,2022,854
岩手,iwate,2021,821
岩手,iwate,2020,793
岩手,iwate,2019,790
岩手,iwate,2018,762
岩手,iwate,2017,738
岩手,iwate,2016,716
岩手,iwate,2015,695
岩手,iwate,2014,678
岩手,iwate,2013,665
岩手,iwate,2012,653
岩手,iwate,2011,645
岩手,iwate,2010,644
岩手,iwate,2009,631
岩手,iwate,2008,628
岩手,iwate,2007,619
岩手,iwate,2006,610
岩手,iwate,2005,608
岩手,iwate,2004,606
岩手,iwate,2003,605
岩手,iwate,2002,605
岩手,iwate,2001,604
岩手,iwate,2000,600
岩手,iwate,1999,595
岩手,iwate,1998,590
岩手,iwate,1997,579
岩手,iwate,1996,566
岩手,iwate,1995,554
岩手,iwate,1994,541
岩手,iwate,1993,529
岩手,iwate,1992,512
岩手,iwate,1991,491
岩手,iwate,1990,468
岩手,iwate,1989,446
岩手,iwate,1988,429
岩手,iwate,1987,416
岩手,iwate,1986,407
岩手,iwate,1985,395
岩手,iwate,1984,381
岩手,iwate,1983,369
岩手,iwate,1982,358
岩手,iwate,1981,339
岩手,iwate,1980,318
岩手,iwate,1979,297
岩手,iwate,1978,279
岩手,iwate,1977,261
宮城,miyagi,2025,1038
宮城,miyagi,2024,973
宮城,miyagi,2023,923
宮城,miyagi,2022,883
宮城,miyagi,2021,853
宮城,miyagi,2020,825
宮城,miyagi,2019,824
宮城,miyagi,2018,798
宮城,miyagi,2017,772
宮城,miyagi,2016,748
宮城,miyagi,2015,726
宮城,miyagi,2014,710
宮城,miyagi,2013,696
宮城,miyagi,2012,685
宮城,miyagi,2011,675
宮城,miyagi,2010,674
宮城,miyagi,2009,662
宮城,miyagi,2008,653
宮城,miyagi,2007,639
宮城,miyagi,2006,628
宮城,miyagi,2005,623
宮城,miyagi,2004,619
宮城,miyagi,2003,617
宮城,miyagi,2002,617
宮城,miyagi,2001,617
宮城,miyagi,2000,613
宮城,miyagi,1999,607
宮城,miyagi,1998,602
宮城,miyagi,1997,591
宮城,miyagi,1996,581
宮城,miyagi,1995,569
宮城,miyagi,1994,554
宮城,miyagi,1993,540
宮城,miyagi,1992,523
宮城,miyagi,1991,502
宮城,miyagi,1990,479
宮城,miyagi,1989,456
宮城,miyagi,1988,440
宮城,miyagi,1987,426
宮城,miyagi,1986,417
宮城,miyagi,1985,405
宮城,miyagi,1984,391
宮城,miyagi,1983,379
宮城,miyagi,1982,368
宮城,miyagi,1981,349
宮城,miyagi,1980,328
宮城,miyagi,1979,307
宮城,miyagi,1978,289
宮城,miyagi,1977,271
秋田,akita,2025,1031
秋田,akita,2024,951
秋田,akita,2023,897
秋田,akita,2022,853
秋田,akita,2021,822
秋田,akita,2020,792
秋田,akita,2019,790
秋田,akita,2018,762
秋田,akita,2017,738
秋田,akita,2016,716
秋田,akita,2015,695
秋田,akita,2014,679
秋田,akita,2013,665
秋田,akita,2012,654
秋田,akita,2011,647
秋田,akita,2010,645
秋田,akita,2009,632
秋田,akita,2008,629
秋田,akita,2007,618
秋田,akita,2006,610
秋田,akita,2005,608
秋田,akita,2004,606
秋田,akita,2003,605
秋田,akita,2002,605
秋田,akita,2001,604
秋田,akita,2000,600
秋田,akita,1999,595
秋田,akita,1998,590
秋田,akita,1997,579
秋田,akita,1996,566
秋田,akita,1995,554
秋田,akita,1994,542
秋田,akita,1993,528
秋田,akita,1992,512
秋田,akita,1991,491
秋田,akita,1990,468
秋田,akita,1989,446
秋田,akita,1988,429
秋田,akita,1987,416
秋田,akita,1986,407
秋田,akita,1985,395
秋田,akita,1984,381
秋田,akita,1983,369
秋田,akita,1982,358
秋田,akita,1981,339
秋田,akita,1980,319
秋田,akita,1979,297
秋田,akita,1978,279
秋田,akita,1977,262
山形,yamagata,2025,1032
山形,yamagata,2024,955
山形,yamagata,2023,900
山形,yamagata,2022,854
山形,yamagata,2021,822
山形,yamagata,2020,793
山形,yamagata,2019,790
山形,yamagata,2018,763
山形,yamagata,2017,739
山形,yamagata,2016,717
山形,yamagata,2015,696
山形,yamagata,2014,680
山形,yamagata,2013,665
山形,yamagata,2012,654
山形,yamagata,2011,647
山形,yamagata,2010,645
山形,yamagata,2009,631
山形,yamagata,2008,629
山形,yamagata,2007,620
山形,yamagata,2006,613
山形,yamagata,2005,610
山形,yamagata,2004,607
山形,yamagata,2003,606
山形,yamagata,2002,605
山形,yamagata,2001,604
山形,yamagata,2000,600
山形,yamagata,1999,595
山形,yamagata,1998,590
山形,yamagata,1997,579
山形,yamagata,1996,566
山形,yamagata,1995,554
山形,yamagata,1994,542
山形,yamagata,1993,529
山形,yamagata,1992,513
山形,yamagata,1991,491
山形,yamagata,1990,468
山形,yamagata,1989,447
山形,yamagata,1988,429
山形,yamagata,1987,417
山形,yamagata,1986,408
山形,yamagata,1985,396
山形,yamagata,1984,382
山形,yamagata,1983,370
山形,yamagata,1982,359
山形,yamagata,1981,340
山形,yamagata,1980,319
山形,yamagata,1979,298
山形,yamagata,1978,280
山形,yamagata,1977,262
福島,fukushima,2025,1033
福島,fukushima,2024,955
福島,fukushima,2023,900
福島,fukushima,2022,858
福島,fukushima,2021,828
福島,fukushima,2020,800
福島,fukushima,2019,798
福島,fukushima,2018,772
福島,fukushima,2017,748
福島,fukushima,2016,726
福島,fukushima,2015,705
福島,fukushima,2014,689
福島,fukushima,2013,675
福島,fukushima,2012,664
福島,fukushima,2011,658
福島,fukushima,2010,657
福島,fukushima,2009,644
福島,fukushima,2008,641
福島,fukushima,2007,629
福島,fukushima,2006,618
福島,fukushima,2005,614
福島,fukushima,2004,611
福島,fukushima,2003,610
福島,fukushima,2002,610
福島,fukushima,2001,610
福島,fukushima,2000,606
福島,fukushima,1999,600
福島,fukushima,1998,595
福島,fukushima,1997,584
福島,fukushima,1996,571
福島,fukushima,1995,558
福島,fukushima,1994,546
福島,fukushima,1993,534
福島,fukushima,1992,517
福島,fukushima,1991,496
福島,fukushima,1990,472
福島,fukushima,1989,451
福島,fukushima,1988,433
福島,fukushima,1987,421
福島,fukushima,1986,412
福島,fukushima,1985,400
福島,fukushima,1984,386
福島,fukushima,1983,374
福島,fukushima,1982,362
福島,fukushima,1981,344
福島,fukushima,1980,323
福島,fukushima,1979,302
福島,fukushima,1978,284
福島,fukushima,1977,266
茨城,ibaraki,2025,1074
茨城,ibaraki,2024,1005
茨城,ibaraki,2023,953
茨城,ibaraki,2022,911
茨城,ibaraki,2021,879
茨城,ibaraki,2020,851
茨城,ibaraki,2019,849
茨城,ibaraki,2018,822
茨城,ibaraki,2017,796
茨城,ibaraki,2016,771
茨城,ibaraki,2015,747
茨城,ibaraki,2014,729
茨城,ibaraki,2013,713
茨城,ibaraki,2012,699
茨城,ibaraki,2011,692
茨城,ibaraki,2010,690
茨城,ibaraki,2009,678
茨城,ibaraki,2008,676
茨城,ibaraki,2007,665
茨城,ibaraki,2006,655
茨城,ibaraki,2005,651
茨城,ibaraki,2004,648
茨城,ibaraki,2003,647
茨城,ibaraki,2002,647
茨城,ibaraki,2001,646
茨城,ibaraki,2000,642
茨城,ibaraki,1999,637
茨城,ibaraki,1998,632
茨城,ibaraki,1997,621
茨城,ibaraki,1996,606
茨城,ibaraki,1995,593
茨城,ibaraki,1994,581
茨城,ibaraki,1993,567
茨城,ibaraki,1992,550
茨城,ibaraki,1991,527
茨城,ibaraki,1990,502
茨城,ibaraki,1989,479
茨城,ibaraki,1988,460
茨城,ibaraki,1987,447
茨城,ibaraki,1986,437
茨城,ibaraki,1985,424
茨城,ibaraki,1984,410
茨城,ibaraki,1983,397
茨城,ibaraki,1982,385
茨城,ibaraki,1981,365
茨城,ibaraki,1980,343
茨城,ibaraki,1979,5
茨城,ibaraki,1978,302
茨城,ibaraki,1977,5
栃木,tochigi,2025,1068
栃木,tochigi,2024,1004
栃木,tochigi,2023,954
栃木,tochigi,2022,913
栃木,tochigi,2021,882
栃木,tochigi,2020,854
栃木,tochigi,2019,853
栃木,tochigi,2018,826
栃木,tochigi,2017,800
栃木,tochigi,2016,775
栃木,tochigi,2015,751
栃木,tochigi,2014,733
栃木,tochigi,2013,718
栃木,tochigi,2012,705
栃木,tochigi,2011,700
栃木,tochigi,2010,697
栃木,tochigi,2009,685
栃木,tochigi,2008,683
栃木,tochigi,2007,671
栃木,tochigi,2006,657
栃木,tochigi,2005,652
栃木,tochigi,2004,649
栃木,tochigi,2003,648
栃木,tochigi,2002,648
栃木,tochigi,2001,648
栃木,tochigi,2000,643
栃木,tochigi,1999,638
栃木,tochigi,1998,632
栃木,tochigi,1997,620
栃木,tochigi,1996,606
栃木,tochigi,1995,593
栃木,tochigi,1994,581
栃木,tochigi,1993,566
栃木,tochigi,1992,548
栃木,tochigi,1991,526
栃木,tochigi,1990,501
栃木,tochigi,1989,478
栃木,tochigi,1988,459
栃木,tochigi,1987,446
栃木,tochigi,1986,436
栃木,tochigi,1985,424
栃木,tochigi,1984,409
栃木,tochigi,1983,397
栃木,tochigi,1982,384
栃木,tochigi,1981,365
栃木,tochigi,1980,343
栃木,tochigi,1979,320
栃木,tochigi,1978,302
栃木,tochigi,1977,284
群馬,gunma,2025,1063
群馬,gunma,2024,985
群馬,gunma,2023,935
群馬,gunma,2022,895
群馬,gunma,2021,865
群馬,gunma,2020,837
群馬,gunma,2019,835
群馬,gunma,2018,809
群馬,gunma,2017,783
群馬,gunma,2016,759
群馬,gunma,2015,737
群馬,gunma,2014,721
群馬,gunma,2013,707
群馬,gunma,2012,696
群馬,gunma,2011,690
群馬,gunma,2010,688
群馬,gunma,2009,676
群馬,gunma,2008,675
群馬,gunma,2007,664
群馬,gunma,2006,654
群馬,gunma,2005,649
群馬,gunma,2004,645
群馬,gunma,2003,644
群馬,gunma,2002,644
群馬,gunma,2001,644
群馬,gunma,2000,639
群馬,gunma,1999,635
群馬,gunma,1998,629
群馬,gunma,1997,620
群馬,gunma,1996,606
群馬,gunma,1995,593
群馬,gunma,1994,579
群馬,gunma,1993,565
群馬,gunma,1992,548
群馬,gunma,1991,526
群馬,gunma,1990,501
群馬,gunma,1989,478
群馬,gunma,1988,459
群馬,gunma,1987,446
群馬,gunma,1986,436
群馬,gunma,1985,424
群馬,gunma,1984,409
群馬,gunma,1983,397
群馬,gunma,1982,384
群馬,gunma,1981,365
群馬,gunma,1980,343
群馬,gunma,1979,320
群馬,gunma,1978,302
群馬,gunma,1977,284
埼玉,saitama,2025,1141
埼玉,saitama,2024,1078
埼玉,saitama,2023,1028
埼玉,saitama,2022,987
埼玉,saitama,2021,956
埼玉,saitama,2020,928
埼玉,saitama,2019,926
埼玉,saitama,2018,898
埼玉,saitama,2017,871
埼玉,saitama,2016,845
埼玉,saitama,2015,820
埼玉,saitama,2014,802
埼玉,saitama,2013,785
埼玉,saitama,2012,771
埼玉,saitama,2011,759
埼玉,saitama,2010,750
埼玉,saitama,2009,735
埼玉,saitama,2008,722
埼玉,saitama,2007,702
埼玉,saitama,2006,687
埼玉,saitama,2005,682
埼玉,saitama,2004,679
埼玉,saitama,2003,678
埼玉,saitama,2002,678
埼玉,saitama,2001,677
埼玉,saitama,2000,673
埼玉,saitama,1999,669
埼玉,saitama,1998,664
埼玉,saitama,1997,652
埼玉,saitama,1996,638
埼玉,saitama,1995,625
埼玉,saitama,1994,611
埼玉,saitama,1993,595
埼玉,saitama,1992,577
埼玉,saitama,1991,553
埼玉,saitama,1990,527
埼玉,saitama,1989,503
埼玉,saitama,1988,484
埼玉,saitama,1987,470
埼玉,saitama,1986,459
埼玉,saitama,1985,446
埼玉,saitama,1984,430
埼玉,saitama,1983,417
埼玉,saitama,1982,405
埼玉,saitama,1981,384
埼玉,saitama,1980,360
埼玉,saitama,1979,336
埼玉,saitama,1978,25
埼玉,saitama,1977,5
千葉,chiba,2025,1140
千葉,chiba,2024,1076
千葉,chiba,2023,1026
千葉,chiba,2022,984
千葉,chiba,2021,953
千葉,chiba,2020,925
千葉,chiba,2019,923
千葉,chiba,2018,895
千葉,chiba,2017,868
千葉,chiba,2016,842
千葉,chiba,2015,817
千葉,chiba,2014,798
千葉,chiba,2013,777
千葉,chiba,2012,756
千葉,chiba,2011,748
千葉,chiba,2010,744
千葉,chiba,2009,728
千葉,chiba,2008,723
千葉,chiba,2007,706
千葉,chiba,2006,687
千葉,chiba,2005,682
千葉,chiba,2004,678
千葉,chiba,2003,677
千葉,chiba,2002,677
千葉,chiba,2001,676
千葉,chiba,2000,672
千葉,chiba,1999,667
千葉,chiba,1998,662
千葉,chiba,1997,650
千葉,chiba,1996,635
千葉,chiba,1995,623
千葉,chiba,1994,609
千葉,chiba,1993,594
千葉,chiba,1992,576
千葉,chiba,1991,553
千葉,chiba,1990,527
千葉,chiba,1989,503
千葉,chiba,1988,483
千葉,chiba,1987,469
千葉,chiba,1986,459
千葉,chiba,1985,446
千葉,chiba,1984,430
千葉,chiba,1983,417
千葉,chiba,1982,405
千葉,chiba,1981,384
千葉,chiba,1980,361
千葉,chiba,1979,337
千葉,chiba,1978,318
千葉,chiba,1977,299
東京,tokyo,2025,1226
東京,tokyo,2024,1163
東京,tokyo,2023,1113
東京,tokyo,2022,1072
東京,tokyo,2021,1041
東京,tokyo,2020,1013
東京,tokyo,2019,1013
東京,tokyo,2018,985
東京,tokyo,2017,958
東京,tokyo,2016,932
東京,tokyo,2015,907
東京,tokyo,2014,888
東京,tokyo,2013,869
東京,tokyo,2012,850
東京,tokyo,2011,837
東京,tokyo,2010,821
東京,tokyo,2009,791
東京,tokyo,2008,766
東京,tokyo,2007,739
東京,tokyo,2006,719
東京,tokyo,2005,714
東京,tokyo,2004,710
東京,tokyo,2003,708
東京,tokyo,2002,708
東京,tokyo,2001,708
東京,tokyo,2000,703
東京,tokyo,1999,698
東京,tokyo,1998,692
東京,tokyo,1997,679
東京,tokyo,1996,664
東京,tokyo,1995,650
東京,tokyo,1994,634
東京,tokyo,1993,620
東京,tokyo,1992,601
東京,tokyo,1991,575
東京,tokyo,1990,548
東京,tokyo,1989,525
東京,tokyo,1988,508
東京,tokyo,1987,497
東京,tokyo,1986,488
東京,tokyo,1985,477
東京,tokyo,1984,463
東京,tokyo,1983,452
東京,tokyo,1982,442
東京,tokyo,1981,422
東京,tokyo,1980,405
東京,tokyo,1979,382
東京,tokyo,1978,365
東京,tokyo,1977,345
神奈川,kanagawa,2025,1225
神奈川,kanagawa,2024,1162
神奈川,kanagawa,2023,1112
神奈川,kanagawa,2022,1071
神奈川,kanagawa,2021,1040
神奈川,kanagawa,2020,1012
神奈川,kanagawa,2019,1011
神奈川,kanagawa,2018,983
神奈川,kanagawa,2017,956
神奈川,kanagawa,2016,930
神奈川,kanagawa,2015,905
神奈川,kanagawa,2014,887
神奈川,kanagawa,2013,868
神奈川,kanagawa,2012,849
神奈川,kanagawa,2011,836
神奈川,kanagawa,2010,818
神奈川,kanagawa,2009,789
神奈川,kanagawa,2008,766
神奈川,kanagawa,2007,736
神奈川,kanagawa,2006,717
神奈川,kanagawa,2005,712
神奈川,kanagawa,2004,708
神奈川,kanagawa,2003,707
神奈川,kanagawa,2002,706
神奈川,kanagawa,2001,706
神奈川,kanagawa,2000,701
神奈川,kanagawa,1999,696
神奈川,kanagawa,1998,690
神奈川,kanagawa,1997,677
神奈川,kanagawa,1996,662
神奈川,kanagawa,1995,648
神奈川,kanagawa,1994,634
神奈川,kanagawa,1993,619
神奈川,kanagawa,1992,600
神奈川,kanagawa,1991,572
神奈川,kanagawa,1990,545
神奈川,kanagawa,1989,520
神奈川,kanagawa,1988,500
神奈川,kanagawa,1987,486
神奈川,kanagawa,1986,475
神奈川,kanagawa,1985,461
神奈川,kanagawa,1984,445
神奈川,kanagawa,1983,432
神奈川,kanagawa,1982,419
神奈川,kanagawa,1981,397
神奈川,kanagawa,1980,373
神奈川,kanagawa,1979,349
神奈川,kanagawa,1978,329
神奈川,kanagawa,1977,309
新潟,niigata,2025,1050
新潟,niigata,2024,985
新潟,niigata,2023,931
新潟,niigata,2022,890
新潟,niigata,2021,859
新潟,niigata,2020,831
新潟,niigata,2019,830
新潟,niigata,2018,803
新潟,niigata,2017,778
新潟,niigata,2016,753
新潟,niigata,2015,731
新潟,niigata,2014,715
新潟,niigata,2013,701
新潟,niigata,2012,689
新潟,niigata,2011,683
新潟,niigata,2010,681
新潟,niigata,2009,669
新潟,niigata,2008,669
新潟,niigata,2007,657
新潟,niigata,2006,648
新潟,niigata,2005,645
新潟,niigata,2004,642
新潟,niigata,2003,641
新潟,niigata,2002,641
新潟,niigata,2001,641
新潟,niigata,2000,637
新潟,niigata,1999,632
新潟,niigata,1998,626
新潟,niigata,1997,616
新潟,niigata,1996,602
新潟,niigata,1995,589
新潟,niigata,1994,576
新潟,niigata,1993,563
新潟,niigata,1992,545
新潟,niigata,1991,523
新潟,niigata,1990,499
新潟,niigata,1989,476
新潟,niigata,1988,457
新潟,niigata,1987,444
新潟,niigata,1986,434
新潟,niigata,1985,421
新潟,niigata,1984,407
新潟,niigata,1983,394
新潟,niigata,1982,382
新潟,niigata,1981,362
新潟,niigata,1980,341
新潟,niigata,1979,319
新潟,niigata,1978,301
新潟,niigata,1977,281
富山,toyama,2025,1062
富山,toyama,2024,998
富山,toyama,2023,948
富山,toyama,2022,908
富山,toyama,2021,877
富山,toyama,2020,849
富山,toyama,2019,848
富山,toyama,2018,821
富山,toyama,2017,795
富山,toyama,2016,770
富山,toyama,2015,746
富山,toyama,2014,728
富山,toyama,2013,712
富山,toyama,2012,700
富山,toyama,2011,692
富山,toyama,2010,691
富山,toyama,2009,679
富山,toyama,2008,677
富山,toyama,2007,666
富山,toyama,2006,652
富山,toyama,2005,648
富山,toyama,2004,644
富山,toyama,2003,644
富山,toyama,2002,644
富山,toyama,2001,644
富山,toyama,2000,640
富山,toyama,1999,635
富山,toyama,1998,629
富山,toyama,1997,618
富山,toyama,1996,605
富山,toyama,1995,593
富山,toyama,1994,579
富山,toyama,1993,566
富山,toyama,1992,549
富山,toyama,1991,527
富山,toyama,1990,502
富山,toyama,1989,479
富山,toyama,1988,461
富山,toyama,1987,447
富山,toyama,1986,438
富山,toyama,1985,426
富山,toyama,1984,410
富山,toyama,1983,400
富山,toyama,1982,386
富山,toyama,1981,366
富山,toyama,1980,344
富山,toyama,1979,322
富山,toyama,1978,304
富山,toyama,1977,285
石川,ishikawa,2025,1054
石川,ishikawa,2024,984
石川,ishikawa,2023,933
石川,ishikawa,2022,891
石川,ishikawa,2021,861
石川,ishikawa,2020,833
石川,ishikawa,2019,832
石川,ishikawa,2018,806
石川,ishikawa,2017,781
石川,ishikawa,2016,757
石川,ishikawa,2015,735
石川,ishikawa,2014,718
石川,ishikawa,2013,704
石川,ishikawa,2012,693
石川,ishikawa,2011,687
石川,ishikawa,2010,686
石川,ishikawa,2009,674
石川,ishikawa,2008,673
石川,ishikawa,2007,662
石川,ishikawa,2006,652
石川,ishikawa,2005,649
石川,ishikawa,2004,646
石川,ishikawa,2003,645
石川,ishikawa,2002,645
石川,ishikawa,2001,645
石川,ishikawa,2000,641
石川,ishikawa,1999,636
石川,ishikawa,1998,630
石川,ishikawa,1997,619
石川,ishikawa,1996,606
石川,ishikawa,1995,593
石川,ishikawa,1994,580
石川,ishikawa,1993,568
石川,ishikawa,1992,550
石川,ishikawa,1991,528
石川,ishikawa,1990,503
石川,ishikawa,1989,480
石川,ishikawa,1988,461
石川,ishikawa,1987,448
石川,ishikawa,1986,438
石川,ishikawa,1985,426
石川,ishikawa,1984,412
石川,ishikawa,1983,400
石川,ishikawa,1982,386
石川,ishikawa,1981,367
石川,ishikawa,1980,345
石川,ishikawa,1979,322
石川,ishikawa,1978,307
石川,ishikawa,1977,285
福井,fukui,2025,1053
福井,fukui,2024,984
福井,fukui,2023,931
福井,fukui,2022,888
福井,fukui,2021,858
福井,fukui,2020,830
福井,fukui,2019,829
福井,fukui,2018,803
福井,fukui,2017,778
福井,fukui,2016,754
福井,fukui,2015,732
福井,fukui,2014,716
福井,fukui,2013,701
福井,fukui,2012,690
福井,fukui,2011,684
福井,fukui,2010,683
福井,fukui,2009,671
福井,fukui,2008,670
福井,fukui,2007,659
福井,fukui,2006,649
福井,fukui,2005,645
福井,fukui,2004,643
福井,fukui,2003,642
福井,fukui,2002,642
福井,fukui,2001,642
福井,fukui,2000,637
福井,fukui,1999,632
福井,fukui,1998,628
福井,fukui,1997,616
福井,fukui,1996,603
福井,fukui,1995,590
福井,fukui,1994,577
福井,fukui,1993,565
福井,fukui,1992,547
福井,fukui,1991,524
福井,fukui,1990,500
福井,fukui,1989,476
福井,fukui,1988,458
福井,fukui,1987,444
福井,fukui,1986,435
福井,fukui,1985,422
福井,fukui,1984,407
福井,fukui,1983,395
福井,fukui,1982,383
福井,fukui,1981,363
福井,fukui,1980,342
福井,fukui,1979,320
福井,fukui,1978,300
福井,fukui,1977,282
山梨,yamanashi,2025,1052
山梨,yamanashi,2024,988
山梨,yamanashi,2023,938
山梨,yamanashi,2022,898
山梨,yamanashi,2021,866
山梨,yamanashi,2020,838
山梨,yamanashi,2019,837
山梨,yamanashi,2018,810
山梨,yamanashi,2017,784
山梨,yamanashi,2016,759
山梨,yamanashi,2015,737
山梨,yamanashi,2014,721
山梨,yamanashi,2013,706
山梨,yamanashi,2012,695
山梨,yamanashi,2011,690
山梨,yamanashi,2010,689
山梨,yamanashi,2009,677
山梨,yamanashi,2008,676
山梨,yamanashi,2007,665
山梨,yamanashi,2006,655
山梨,yamanashi,2005,651
山梨,yamanashi,2004,648
山梨,yamanashi,2003,647
山梨,yamanashi,2002,647
山梨,yamanashi,2001,647
山梨,yamanashi,2000,643
山梨,yamanashi,1999,638
山梨,yamanashi,1998,632
山梨,yamanashi,1997,622
山梨,yamanashi,1996,608
山梨,yamanashi,1995,595
山梨,yamanashi,1994,582
山梨,yamanashi,1993,568
山梨,yamanashi,1992,551
山梨,yamanashi,1991,528
山梨,yamanashi,1990,504
山梨,yamanashi,1989,481
山梨,yamanashi,1988,462
山梨,yamanashi,1987,449
山梨,yamanashi,1986,439
山梨,yamanashi,1985,426
山梨,yamanashi,1984,412
山梨,yamanashi,1983,399
山梨,yamanashi,1982,387
山梨,yamanashi,1981,367
山梨,yamanashi,1980,346
山梨,yamanashi,1979,323
山梨,yamanashi,1978,304
山梨,yamanashi,1977,286
長野,nagano,2025,1061
長野,nagano,2024,998
長野,nagano,2023,948
長野,nagano,2022,908
長野,nagano,2021,877
長野,nagano,2020,849
長野,nagano,2019,848
長野,nagano,2018,821
長野,nagano,2017,795
長野,nagano,2016,770
長野,nagano,2015,746
長野,nagano,2014,728
長野,nagano,2013,713
長野,nagano,2012,700
長野,nagano,2011,694
長野,nagano,2010,693
長野,nagano,2009,681
長野,nagano,2008,680
長野,nagano,2007,669
長野,nagano,2006,655
長野,nagano,2005,650
長野,nagano,2004,647
長野,nagano,2003,646
長野,nagano,2002,646
長野,nagano,2001,646
長野,nagano,2000,641
長野,nagano,1999,636
長野,nagano,1998,630
長野,nagano,1997,619
長野,nagano,1996,607
長野,nagano,1995,594
長野,nagano,1994,580
長野,nagano,1993,568
長野,nagano,1992,551
長野,nagano,1991,528
長野,nagano,1990,503
長野,nagano,1989,480
長野,nagano,1988,461
長野,nagano,1987,448
長野,nagano,1986,438
長野,nagano,1985,426
長野,nagano,1984,412
長野,nagano,1983,401
長野,nagano,1982,386
長野,nagano,1981,367
長野,nagano,1980,345
長野,nagano,1979,323
長野,nagano,1978,304
長野,nagano,1977,286
岐阜,gifu,2025,1065
岐阜,gifu,2024,1001
岐阜,gifu,2023,950
岐阜,gifu,2022,910
岐阜,gifu,2021,880
岐阜,gifu,2020,852
岐阜,gifu,2019,851
岐阜,gifu,2018,825
岐阜,gifu,2017,800
岐阜,gifu,2016,776
岐阜,gifu,2015,754
岐阜,gifu,2014,738
岐阜,gifu,2013,724
岐阜,gifu,2012,713
岐阜,gifu,2011,707
岐阜,gifu,2010,706
岐阜,gifu,2009,696
岐阜,gifu,2008,696
岐阜,gifu,2007,685
岐阜,gifu,2006,675
岐阜,gifu,2005,671
岐阜,gifu,2004,669
岐阜,gifu,2003,668
岐阜,gifu,2002,668
岐阜,gifu,2001,668
岐阜,gifu,2000,663
岐阜,gifu,1999,658
岐阜,gifu,1998,653
岐阜,gifu,1997,641
岐阜,gifu,1996,628
岐阜,gifu,1995,616
岐阜,gifu,1994,603
岐阜,gifu,1993,588
岐阜,gifu,1992,570
岐阜,gifu,1991,547
岐阜,gifu,1990,521
岐阜,gifu,1989,497
岐阜,gifu,1988,478
岐阜,gifu,1987,464
岐阜,gifu,1986,454
岐阜,gifu,1985,440
岐阜,gifu,1984,425
岐阜,gifu,1983,412
岐阜,gifu,1982,399
岐阜,gifu,1981,378
岐阜,gifu,1980,355
岐阜,gifu,1979,332
岐阜,gifu,1978,75
岐阜,gifu,1977,293
静岡,shizuoka,2025,1097
静岡,shizuoka,2024,1034
静岡,shizuoka,2023,984
静岡,shizuoka,2022,944
静岡,shizuoka,2021,913
静岡,shizuoka,2020,885
静岡,shizuoka,2019,885
